,Date,Time,Weather & Air Temp:,Water Temp:,Tide Times,Tide is moving,DO,pH,Salinity,Turbidity,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),Instructors/ Seine Staff:,# Hauls,Scientific Name,Common Name,Quantity,# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,Water Temp Probe,DO Probe,pH Probe,Salinity Probe,Turbidity (cm),Turbidity Probe (NTU),NOTES FROM SEINE:
942,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Shore Shrimp,3,3,,,,,,,,,
943,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Sand Shrimp,1,1,,,,,,,,,
944,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Striped Bass (YOY),7,,,,,,,,,,
945,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Moon Jelly ,3,,,,,,,,,,
946,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Comb Jelly,TMTC,,,,,,,,,,
947,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Oysters,43,2,"Found along beach, mostly 7 inches long",,,,,,,,
948,2017-08-05,Unknown,73 F ,75 F,"High tide: 8:17 PM, Low Tide: 1:45 PM",OUT,6,7.5,22,35 cm,,108,"Peter Park, Isa, Eliza, Kathy (vol), Shelieta & brother, 2 SA (10 seiners total)",17,,Clams,8,2,Found along beach,,,,,,,,
949,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Tautog,1,1,"1""",,,,,,,,
950,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Striped Bass,8,2,"up to 2.5""",,,,,,,,
951,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Atlantic Menhaden,1,,"1""",,,,,,,,
952,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Atlantic Silverside,16,8,up to adult size,,,,,,,,
953,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Silver Perch,6,6,"up to 2""",,,,,,,,
954,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Winter Flounder,1,,"1""",,,,,,,,
955,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Herring SPP (pre metamorph),10,,could be atlantic menhaden,,,,,,,,
956,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Grass Shrimp,2,,,,,,,,,,
957,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Sand Shrimp,1,,,,,,,,,,
958,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Mud Crab,3,,,,,,,,,,
959,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Hermit Crab,1,,,,,,,,,,
960,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Asian Shore Crab,4,,,,,,,,,,
961,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Blue Crab,2,,,,,,,,,,
962,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Mud Snail,5,,,,,,,,,,
963,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Oyster Drill,2,,,,,,,,,,
964,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Comb Jelly,7,,could be more,,,,,,,,
965,2017-08-20,Start: 1:00 PM End: 2:30 PM,75 F Sunny,75 F,Low Tide: 2:00 PM,OUT,4,7.31,21,24,,127,Peter Park,20,,Moon Jelly,1,,,,,,,,,,
966,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,YOY Silverside,6,,Released during event,,,,,,,,
967,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Spotted Whiff,1,1,,,,,,,,,
968,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Striped Bass,1,,,,,,,,,,
969,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Blue Crab,5,,,,,,,,,,
970,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Lady Crab,1,1,,,,,,,,,
971,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Asian Shore Crab,12,,,,,,,,,,
972,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Silverside,1,,adult,,,,,,,,
973,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Sculpin,1,1,,,,,,,,,
974,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Comb Jelly,TMTC,,,,,,,,,,
975,2017-09-17,Start: 11:45 AM End: 1:30 PM,75 F Partly Cloudy,72 F,High Tide: 2:04 AM Low Tide 12:33 AM ,Out,6,7.77,23,60,,,"Cynthia F, Isa Del Bello",,,Shore Shrimp,2,,,,,,,,,,
976,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,Low Tide 4:42 PM,Out,6,,20 ppt,0 JTU,11,2,"Eliza, Elizabeth",10,,Comb Jelly,TMTC,1,,,,,,,,,
977,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,Low Tide 4:42 PM,Out,6,,20 ppt,0 JTU,11,2,"Eliza, Elizabeth",10,,Asian Shore Crab,14,1,Caught on rock island,,,,,,,,
978,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,Low Tide 4:42 PM,Out,6,,20 ppt,0 JTU,11,2,"Eliza, Elizabeth",10,,Oyster Drill,4,1,,,,,,,,,
979,2017-10-07,Start: 3:00 PM End: 4:30 PM,84.5 F,72 F,Low Tide 4:42 PM,Out,6,,20 ppt,0 JTU,11,2,"Eliza, Elizabeth",10,,Mud Snails,9,1,,,,,,,,,
980,2017-10-19,unknown,"sunny, 71 F",65 F,High tide: 9:19 AM Low tide: 3:06 PM,IN,"6 (4,4 with tabs)","7.3 (7,7 with tabs)","27 (also 20, 26, 24)",38,St Francis/Teen Thursday,,"Christina, Haley, Isa",unknown,,Striped Bass,1,1,,,,,,,,,
981,2017-10-19,unknown,"sunny, 71 F",65 F,High tide: 9:19 AM Low tide: 3:06 PM,IN,"6 (4,4 with tabs)","7.3 (7,7 with tabs)","27 (also 20, 26, 24)",38,St Francis/Teen Thursday,,"Christina, Haley, Isa",unknown,,silverside,1,,,,,,,,,,
982,2017-10-19,unknown,"sunny, 71 F",65 F,High tide: 9:19 AM Low tide: 3:06 PM,IN,"6 (4,4 with tabs)","7.3 (7,7 with tabs)","27 (also 20, 26, 24)",38,St Francis/Teen Thursday,,"Christina, Haley, Isa",unknown,,comb jelly,5-10,,,,,,,,,,
983,2018-05-30,2:40 PM - 3:10 PM,100 F,75.0,"High Tide: 10:20PM, Low Tide: 3:57PM",OUT,6,7.2,35 ppt,Did Not Perform,,,"10 seiners SA training, Instructors Eliza, Shad, Christina",5,,Pollock,1.0,1,No barbel,,,,,,,,
984,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,,OUT,4,7.6,24,30,after school (St Francis & Teen Thurs),,"Christina, Haley",,,Pipefish,4.0,4,small 14 -16 cm,,,,,,,,
985,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,,OUT,4,7.6,24,30,after school (St Francis & Teen Thurs),,"Christina, Haley",,,Tomcod,9.0,2,largest 6cm smallest 4 cm,,,,,,,,
986,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,,OUT,4,7.6,24,30,after school (St Francis & Teen Thurs),,"Christina, Haley",,,flounder,1.0,1,40 mm,,,,,,,,
987,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,,OUT,4,7.6,24,30,after school (St Francis & Teen Thurs),,"Christina, Haley",,,sand shrimp,10.0,10,,,,,,,,,
988,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,,OUT,4,7.6,24,30,after school (St Francis & Teen Thurs),,"Christina, Haley",,,mud snail,1.0,1,,,,,,,,,
989,2018-05-31,4:00 PM - 5:20 PM,68 F/ Cloudy,67.0,,OUT,4,7.6,24,30,after school (St Francis & Teen Thurs),,"Christina, Haley",,,green crab,1.0,,"floating on wave, maybe dead, missing a claw",,,,,,,,
990,2018-06-02,4:15 PM - 6:30 PM,83,70.0,"High TIde: 12:21 PM, Low Tide: 5:39PM",OUT,5,7,24,45,public seine ,91 (World Science Festival),"Eliza, Shad, Christina, Shinara, Shalita, Peter",22,,Striped Bass,1.0,,7 inch,,,,,,,,
991,2018-06-02,4:15 PM - 6:30 PM,83,70.0,"High TIde: 12:21 PM, Low Tide: 5:39PM",OUT,5,7,24,45,public seine ,91 (World Science Festival),"Eliza, Shad, Christina, Shinara, Shalita, Peter",22,,Shore Crab,21.0,,,,,,,,,,
992,2018-06-02,4:15 PM - 6:30 PM,83,70.0,"High TIde: 12:21 PM, Low Tide: 5:39PM",OUT,5,7,24,45,public seine ,91 (World Science Festival),"Eliza, Shad, Christina, Shinara, Shalita, Peter",22,,Blue Mussel,10.0,,"10 alive, 2 shells",,,,,,,,
993,2018-06-02,4:15 PM - 6:30 PM,83,70.0,"High TIde: 12:21 PM, Low Tide: 5:39PM",OUT,5,7,24,45,public seine ,91 (World Science Festival),"Eliza, Shad, Christina, Shinara, Shalita, Peter",22,,Periwinkle,12.0,,,,,,,,,,
994,2018-06-02,4:15 PM - 6:30 PM,83,70.0,"High TIde: 12:21 PM, Low Tide: 5:39PM",OUT,5,7,24,45,public seine ,91 (World Science Festival),"Eliza, Shad, Christina, Shinara, Shalita, Peter",22,,Ribbed Mussel,1.0,,,,,,,,,,
995,2018-06-27,1:45 PM,70,70.0,"High Tide: 9:02 AM, Low Tide: 2:52 PM",OUT,6,,25,19.2,,,"CT, HM, SH, EP",?,,herring,1.0,0,4 cm,,,,,,,,
996,2018-06-27,1:45 PM,70,70.0,"High Tide: 9:02 AM, Low Tide: 2:52 PM",OUT,6,,25,19.2,,,"CT, HM, SH, EP",?,,Atlantic Tomcod,1.0,0,,,,,,,,,
997,2018-06-27,1:45 PM,70,70.0,"High Tide: 9:02 AM, Low Tide: 2:52 PM",OUT,6,,25,19.2,,,"CT, HM, SH, EP",?,,Shore Shrimp,12.0,,,,,,,,,,
998,2018-06-27,1:45 PM,70,70.0,"High Tide: 9:02 AM, Low Tide: 2:52 PM",OUT,6,,25,19.2,,,"CT, HM, SH, EP",?,,Silverside,2.0,,,,,,,,,,
999,2018-06-27,1:45 PM,70,70.0,"High Tide: 9:02 AM, Low Tide: 2:52 PM",OUT,6,,25,19.2,,,"CT, HM, SH, EP",?,,Sand Shrimp,2.0,,,,,,,,,,
1000,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Silverside,68.0,30,"10 released immediately 10. Smallest: 3 cm, Largest: 11 cm",,,,,,,,
1001,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Winter Flounder,1.0,0,,,,,,,,,
1002,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Pipefish,2.0,0,,,,,,,,,
1003,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Asian Shore Crab,2.0,0,,,,,,,,,
1004,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Mud Snail,15.0,many,,,,,,,,,
1005,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Periwinkle,4.0,2,,,,,,,,,
1006,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,shore shrimp,33.0,many,,,,,,,,,
1007,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,sand worm,1.0,1,,,,,,,,,
1008,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,skilletfish,2.0,2,,,,,,,,,
1009,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Tautog,1.0,1,,,,,,,,,
1010,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Striped Bass,2.0,1,possibly only 1 caught,,,,,,,,
1011,2018-07-07,9:15 AM - 11:00 AM,73 Sunny,65.0,"High Tide:  3:07 AM, Low Tide: 10:07 AM",IN & OUT,,4,24 ppt,32,public seine,35,"Cynthia, Eliza, Christina, Shad",32,,Clam,1.0,1,soft shell,,,,,,,,
1012,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Striped Burrfish,1.0,1,70 mm,,,,,,,,
1013,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Atlantic Silverside,215.0,15,25 - 100 mm,,,,,,,,
1014,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Pipefish,2.0,0,~90 mm each,,,,,,,,
1015,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Striped Bass,1.0,1,50 mm,,,,,,,,
1016,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Long Clawed Hermit Crab,1.0,0,tiny!,,,,,,,,
1017,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Comb Jelly,1.0,0,,,,,,,,,
1018,2018-08-16,9:30 AM - 10:40 AM,95,80.0,"High Tide: 1:35 PM, Low Tide: 7:30 PM",IN,6,7.91,18 ppt,Did not perform,"private seine, make up for rain out of public seine 8/11",,"Shad, Haley, Isa, Eliza, Christina, Peter",6,,Moon Jelly,10.0,0,~ 10 mm,,,,,,,,
1019,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Atlantic Silverside,44.0,9,20mm - 110mm,,,,,,,,
1020,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Northern Pipefish,1.0,0,130mm,,,,,,,,
1021,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Winter Flounder,2.0,1,"80 mm, 55 mm",,,,,,,,
1022,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Blue Crab,1.0,0,70 mm,,,,,,,,
1023,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Asian Shore Crab,5.0,0,,,,,,,,,
1024,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Green Crab,1.0,0,20 mm,,,,,,,,
1025,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Mud Snail,10.0,0,,,,,,,,,
1026,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Periwinkle,2.0,2,,,,,,,,,
1027,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Long Clawed Hermit Crab,2.0,2,,,,,,,,,
1028,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Tautog,1.0,1,60 mm,,,,,,,,
1029,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Herring,1.0,1,65 mm,,,,,,,,
1030,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Porgy,1.0,1,50 mm,,,,,,,,
1031,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,shore shrimp,5.0,5,,,,,,,,,
1032,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Skilletfish,1.0,1,40 mm,,,,,,,,
1033,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Moon Jelly,2.0,0,,,,,,,,,
1034,2018-08-24,1:50 PM - 3:00 PM,90,80.0,"High Tide: 8:15 AM, Low Tide: 2:02 PM",OUT,4,8.08,18 ppt,23 ppt,BBP/BBPC invite seine,,"Isa, Eliza, Christina, Shad, and general staff (8 total)",10,,Comb Jelly,2.0,,,,,,,,,,
1035,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Comb Jelly,16.0,0,,,,,,,,,
1036,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Silverside,63.0,15,,,,,,,,,
1037,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Striped Bass,1.0,1,,,,,,,,,
1038,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Pipefish,2.0,0,,,,,,,,,
1039,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Atlantic Menhaden,47.0,2,died next day,,,,,,,,
1040,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,White Perch,1.0,0,,,,,,,,,
1041,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Long Clawed Hermit Crab,2.0,0,,,,,,,,,
1042,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Blue Crab,6.0,0,YOY,,,,,,,,
1043,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Asian Shore Crab,2.0,0,,,,,,,,,
1044,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Horseshoe Crab,2.0,1,YOY,,,,,,,,
1045,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Glass Shrimp,2.0,0,,,,,,,,,
1046,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Sand Shrimp,1.0,0,,,,,,,,,
1047,2018-09-20,9:44 AM,78,72.0,,OUT,Faulty,Faulty,19,did not perform,1st & 2nd graders,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",22,,Mud Snail,4.0,0,,,,,,,,,
