Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
N5,,9/11/2006,1:36 PM,Dry,21.34,21.08,52,5,48,24.87,26.09,3.63,3.77,5.24,5.39,68.58,70.65,,,16.71,17.71,,,,,,,,86.499,95.465,0.4,WNW,14,NE,3,5.2,5.4,4,7.55,7.65,,,,,1,,,,1,,0.354,,0.388,,0.1,,1.37,,1.5,,0.154,,7.2,15.4,2.95,,,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,5/29/2001,10:24 AM,Wet,,,52,,,,,,,,,,,,,,,,,,,,,,,,,N,3,SW,1,5.9,6.2,4,7.57,7.63,,,,,28,,,,20,,0.327,,0.561,,0.136,,1.41,,1.1,,0.201,,7.4,8.5,1.73,,,,2.9,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,4/11/1918,10:30 AM,,5,5,49,,,19.6,23.45,,,,,,,,,,,,,,,,,,,,,FL,,,,10.47,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/27/1989,3:00 PM,,23.2,21.6,58,,,11.1,17.9,,,,,,,,,,,,,,,,,,,,,N,,,,5.6,4.5,3,7.6,7.56,7900,1400,,,1200,260,,,,,0.47,,0.4,,0.052,,,,,,0.34,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,10/14/2015,9:06 AM,Dry,18.43,18.44,54,3,50,24.21,24.47,3.33,3.36,5.78,5.81,71.22,71.7,71.6,69.87,16.93,17.13,1.3037,1.2651,,,,780.16,0,303.223,310.236,1.6,NE,6,W,1,5.95,5.47,3.5,7.57,7.57,,,,,7,,,,3,,0.447,,0.35,,,,0.481,,2.125,2.134,0.127,,26,32,1.03,,,,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,6/20/1940,2:20 PM,,19.4,18.9,49,,,18.55,23.1,,,,,,,,,,,,,,,,,,,,,,,,,3.81,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.585,0.19,1,1,,,,,,,,-74.03,40.7045,Permanent
N5,,8/26/1926,10:25 AM,,22.8,22.2,49,,,24.5,25.2,,,,,,,,,,,,,,,,,,,,,N,,,,0.6,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/16/1924,1:55 PM,,21.7,21.7,40,,,26.95,26.95,,,,,,,,,,,,,,,,,,,,,S,,,,1.36,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,10/26/1993,2:39 PM,,10.98,13.92,50,2,15,22.68,26.61,2.64,3.27,,,,,,,17.2,19.73,,,,,,,,,,,S,,,,7.85,6.97,6.5,7.72,7.78,,,,,,,,,,,0.62,,0.41,,0.11,,,,,,0.12,,12,20,4.1,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.7,,,,,,-74.03,40.7045,Permanent
N5,,6/27/2005,1:47 PM,Dry,20.97,20.29,49,4,48,21.53,24.03,3.16,3.44,,,67.43,72.81,34.71,67.29,14.28,16.34,3.31,2.88,8.2,8.31,787.49,42.85,0.06,110.13,118.68,1.9,N,LT,AIRS,1,5.72,6.23,5.5,7.1,7.32,,,,,58,,,,4,,0.365,,0.416,,0.1,,0.786,,1.53,,0.126,,6.3,67.8,1.49,,,,,2.76,,5.29,5.7,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/24/1925,9:40 AM,,20.6,20.6,49,,,18.2,21,,,,,,,,,,,,,,,,,,,,,SL,,,,2.76,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/12/1928,9:45 AM,,22.2,21.1,40,,,21.7,21.7,,,,,,,,,,,,,,,,,,,,,S,,,,2.31,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/1/1938,10:25 AM,,23.3,22.8,49,,,19.6,22.4,,,,,,,,,,,,,,,,,,,,,S,,,,2.45,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2.2,0.88,1,2,,,,,,,,-74.03,40.7045,Permanent
N5,,9/22/1916,3:55 PM,,21.1,21.1,49,,,22.75,24.85,,,,,,,,,,,,,,,,,,,,,FL,,,,3.76,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/15/2002,10:40 AM,Dry,21.67,20.71,50,4,40,22.8,27.13,3.38,3.87,5.89,7.11,76.18,93.17,,,15.06,18.59,,,,,,,,,,,S,3,SW,1,5.28,5.8,3.5,7.41,7.43,,,,,62,,,,5,,0.308,,0.317,,0.114,,0.879,,1.115,,0.162,,14,26,1,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/24/1987,10:15 AM,,23,18,50,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,5.5,6.1,5,7.08,,17000,3300,,,420,170,,,,,0.41,0.29,0.47,0.51,0.1,0.06,,,,,0.14,0.22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6.8,1.9,,,,,,-74.03,40.7045,Permanent
E2,,8/20/1956,10:00 AM,,23.3,22.8,40,,,26.95,27.3,,,,,,,,,,,,,,,,,,,,,SL,,,,2,2.8,,,,93,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.103,0.081,,,,,,,,,,-73.97,40.735333,Permanent
N5,,5/12/1994,10:02 AM,,11.15,11.34,57,1,16,23.83,22.99,2.77,2.69,,,,,,,18.07,17.39,,,,,,,,,,,N,,,,8.58,9.14,4,7.48,7.62,,,,,67,,,,,,0.38,,0.33,,0.057,,,,,,0.094,,16,17,3.3,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.5,,,,,,-74.03,40.7045,Permanent
E2,,9/25/2001,1:21 PM,Wet,22.74,22.74,48,5,51,24.55,24.58,3.69,3.7,,,,,,,16.1,16.12,,,,,,,,,,,NE,9,SW,1,3.4,3.5,6,7.2,7.2,,,,,980,,,,84,,0.568,,0.562,,0.207,,1.51,,1.87,,0.282,,5.2,6.6,2.81,,,,,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,3/31/1993,10:21 AM,,5.71,4.97,53,1,7,18.18,20.06,1.88,2.02,,,,,,,14.31,15.86,,,,,,,,,,,E,,,,12.92,13.52,5,7.79,7.83,,,,,,,,,,,0.45,,0.56,,0.043,,,,,,0.11,,28,35,21.8,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.3,,,,,,-73.97,40.735333,Permanent
N5,,5/29/1996,1:47 PM,,15.7,14,47,,,12.2,23.4,1.71,2.98,,,,,,,,,,,,,,,,,,,S,9,S,1,9.62,7.99,3.5,7.76,7.73,,,,,,,,,,,0.302,,0.171,,0.032,,0.658,,,,0.079,,34,38,21.5,,,,,,,,,,,,,,,,,,,1.8,1.5,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/9/1967,10:28 AM,,22.8,22.8,49,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,N,,,,4.5,3,,,,1300,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/12/1957,10:15 AM,,20,18.9,49,,,26.25,27.65,,,,,,,,,,,,,,,,,,,,,N,,,,4,3.5,,,,1100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.187,0.196,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/28/2011,10:06 AM,Dry,21.6,21.55,37,3,31,18.74,18.74,2.82,2.82,5.91,5.96,75,75.52,75.18,75.23,12.02,12.03,8.5154,8.9169,7.63,7.63,,182.96,0,286.9,296.243,1.2,171,CALM,,1,5.91,5.54,5,7.35,7.39,,,,,24,,,,4,,0.3,,0.262,,,,0.527,,1.88,,0.082,,4,4,0.55,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,9/18/1935,9:10 AM,,20,20,40,,,25.2,25.2,,,,,,,,,,,,,,,,,,,,,N,,,,1.26,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/9/1950,9:35 AM,,22.2,22.2,49,,,19.95,23.1,,,,,,,,,,,,,,,,,,,,,S,,,,4.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0.46,0.82,3,3,,,,,,,,-74.03,40.7045,Permanent
N5,,7/20/1911,9:15 AM,,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/20/1911,12:16 PM,,,22,,,20,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/7/1980,1:35 PM,,25.6,25,,,,26.7,27.2,,,,,,,,,,,,,,,,,,,,,N,,,,2.4,2.3,,,,4000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,-73.97,40.735333,Permanent
E2,,6/16/1948,1:35 PM,,17.8,17.8,40,,,22.4,23.1,,,,,,,,,,,,,,,,,,,,,N,,,,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,100,11.5,2,2,,,,,,,,-73.97,40.735333,Permanent
N5,,7/9/1913,11:35 AM,,2.12,,,1,21.7,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/22/1956,10:20 AM,,22.2,21.7,49,,,28,28.35,,,,,,,,,,,,,,,,,,,,,N,,,,2.4,3,,,,240,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.166,0.235,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/12/1989,4:27 PM,,23.2,19.1,55,,,14.9,28.9,,,,,,,,,,,,,,,,,,,,,N,,,,5.6,4.7,3,7,7.7,11000,7800,,,1243,170,,,,,0.37,,0.48,,0.09,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/1/1951,10:15 AM,,25,25,49,,,21.7,22.75,,,,,,,,,,,,,,,,,,,,,N,,,,2.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.84,0.48,3,1,,,,,,,,-74.03,40.7045,Permanent
E2,,10/31/1990,11:14 AM,,16,16,26,,,23,23,,,,,,,,,,,,,,,,,,,,,SW,,,,5.2,5.2,5.5,,,,,,,,,,,,,0.38,,0.56,,0.12,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/13/1912,11:45 AM,,25,,,1,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/22/1909,11:25 AM,,,20,,,40,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,11/9/2016,9:36 AM,Dry,13.79,14.34,48,3,42,20.66,27.88,2.6,3.4,7.99,7.16,87.4,83.1,72.8,79.4,15.17,20.62,2.25,1.99,8.22,8.23,225,129,0,179.91,171.8,2,S,4,N,1,8.07,7.76,4,7.86,7.85,,,,,10,,,,2,,0.575,,0.292,,,,0.463,,1.598,1.219,0.101,,23,23,3.68,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/18/1984,11:30 AM,,20.6,20.6,,,,17,24.9,,,,,,,,,,,,,,,,,,,,,S,,,,5.7,4.5,,,,11000,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.3,,,,,,-74.03,40.7045,Permanent
N5,,9/18/1984,11:30 AM,,20.6,20.6,,,,17,24.9,,,,,,,,,,,,,,,,,,,,,S,,,,5.7,4.5,,,,11000,7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.3,,,,,,-74.03,40.7045,Permanent
N5,,7/6/1933,3:15 PM,,23.3,22.2,49,,,21,23.1,,,,,,,,,,,,,,,,,,,,,S,,,,2.89,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/30/1944,,,21.1,21.1,49,,,24.5,27.3,,,,,,,,,,,,,,,,,,,,,,,,,3.26,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.1,0.45,1,0,,,,,,,,-74.03,40.7045,Permanent
N5,,9/12/1923,10:45 AM,,22.2,22.2,49,,,26.25,27.65,,,,,,,,,,,,,,,,,,,,,N,,,,1.96,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/14/2009,3:03 PM,Dry,22.16,21.15,49,3,47,17.6,25.88,2.7,3.75,5.98,5.37,76.09,70.41,,,11.01,17.52,5.7232,4.5614,8.6,8.73,1752.7,91.34,0,243.284,259.503,1,N,10,W,1,6.3,5.95,3,7.36,7.48,,,,,52,,,,1,,0.384,,0.324,,,,0.922,,1.88,,0.163,,4.2,15.6,1.9,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/14/1921,10:30 AM,,23,23,40,,,24.5,24.5,,,,,,,,,,,,,,,,,,,,,S,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,12/6/1994,10:30 AM,,9.65,9.94,44,1,13,28.52,29.35,3.14,3.25,,,,,,,21.95,22.55,,,,,,,,,,,N,,,,7.95,7.64,4,7.39,7.34,,,,,,,,,,,0.59,,0.32,,0.11,,,,,,0.15,,8,21,1.4,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.3,,,,,,-74.03,40.7045,Permanent
E2,,7/17/1957,9:40 AM,,21.7,21.1,40,,,27.65,28.35,,,,,,,,,,,,,,,,,,,,,N,,,,0.7,1.6,,,,460,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.198,0.201,,,,,,,,,,-73.97,40.735333,Permanent
N5,,1/9/1913,8:00 AM,,6.2,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/12/2010,9:45 AM,Dry,22.44,22.17,50,3,54,24.06,24.29,3.6,3.61,4.52,4.54,60.07,60.15,73.54,67.81,15.81,16.05,3.1725,3.646,7.52,7.53,1628.2,113.58,0,271.911,283.13,0.7,N,LT.AIRS,,1,5,2.88,3.5,7.23,7.37,,,,,88,,,,3,,0.228,,0.332,,,,0.842,,0.722,,0.149,,6,8.8,1.3,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,3/14/1912,11:50 AM,,3.3,,,1,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/8/1924,10:20 AM,,22.2,21.7,49,,,20.65,22.05,,,,,,,,,,,,,,,,,,,,,N,,,,2.72,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/8/1935,10:45 AM,,22.2,21.7,40,,,23.1,24.85,,,,,,,,,,,,,,,,,,,,,S,,,,0.31,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/15/1934,9:50 AM,,20.6,20,40,,,26.6,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,0.08,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,6/8/2009,4:37 PM,Dry,17.33,17.27,48,3,46,22.53,22.69,3.04,3.06,5.1,5.13,60.96,61.24,,,15.89,16.03,3.5246,3.8468,7.39,7.4,1593.6,110.7,0,286.204,290.665,0.4,S,10,SE,1,6.41,6.43,3.5,7.36,7.42,,,E,,6,,E,,2,,0.38,,0.584,,0.127,,1.01,,1.16,,0.184,,8.8,8.8,2,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/9/1921,10:10 AM,,22,22.5,40,,,24.85,24.85,,,,,,,,,,,,,,,,,,,,,N,,,,0.38,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,D,8/25/2008,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28,4.51,5.5,,,,,,,9,,,,1,,0.426,,0.452,,0.177,,1.57,,1.86,,0.214,,12.8,14.4,3.41,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/15/2013,9:56 AM,Dry,21.57,21.22,48,3,45,22.83,23.32,3.37,3.41,4.77,4.71,61.87,60.82,5.83,6.26,15.12,15.57,20.3427,20.6059,,,2439.5,2149.2,0.03,,,0.9,N,calm,calm,,4.85,4.73,3.5,7.33,7.36,,,,,22,,,,4,,0.278,,0.265,,,,0.695,,1.92,,0.174,,6,13,1.3,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,Green Water,-73.97,40.735333,Permanent
N5,,10/22/2013,10:26 AM,Dry,17.45,17.32,50,3,50,24.09,26.03,3.24,3.47,6.48,6.55,78.2,79.87,4.6,5.38,17.06,18.57,21.1184,15.8427,,,1286,1132.3,0,,,1.3,NNE,8,SW,2,6.65,6.41,4,7.52,7.62,,,,,22,,,,3,,0.512,,0.412,,,,0.571,,2.15,,0.161,,12,47,0.27,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/9/1967,9:37 AM,,22.2,22.2,40,,,27.3,27.3,,,,,,,,,,,,,,,,,,,,,N,,,,3.5,2.2,,,,3500,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/25/1971,11:07 AM,,22.8,22.2,,,,20.4,20.2,,,,,,,,,,,,,,,,,,,,,N,,,,4.5,2.8,,,,13000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.1,,,,,,-74.03,40.7045,Permanent
E2,,9/25/1917,10:50 AM,,18.3,18,40,,,27.3,27.3,,,,,,,,,,,,,,,,,,,,,FL,,,,2.17,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/21/1915,10:28 AM,,21.2,20.7,40,,,25.9,26.95,,,,,,,,,,,,,,,,,,,,,,,,,1.46,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,9/20/1973,9:45 AM,,20,20.6,,,,24.1,24.7,,,,,,,,,,,,,,,,,,,,,N,,,,1.7,2.2,,,,49000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.5,,,,,,-73.97,40.735333,Permanent
E2,,9/12/1951,10:25 AM,,22.8,22.8,40,,,25.2,24.5,,,,,,,,,,,,,,,,,,,,,S,,,,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.88,0.77,1,2,,,,,,,,-73.97,40.735333,Permanent
N5,,10/17/2016,4:22 PM,Dry,18.11,18.08,49,3,45,26.11,26.28,3.5,3.6,6.27,6.27,77.6,77.6,53.8,38.8,18.45,18.59,1.93,1.93,7.96,7.97,1267,386,0,148.51,133.75,3,S,8,S,1,6.53,6,2,7.68,7.69,,,,,5,,,,1,,0.487,,0.389,,,,0.601,,1.871,1.864,0.176,,31,46,3.06,,,,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,5/18/1917,9:35 AM,,11,10.6,49,,,19.6,23.8,,,,,,,,,,,,,,,,,,,,,EB,,,,5.19,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/22/1916,9:30 AM,,20.9,20.6,49,,,21.7,25.9,,,,,,,,,,,,,,,,,,,,,EB,,,,3.48,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/27/2004,1:32 PM,Dry,21.54,21.01,45,4,42,17.02,21.64,2.58,3.18,,,65.98,63.59,74.3,78.13,10.73,14.36,,,,,,,,,,1.6,S,16,SW,2,6.32,6.08,5,7.76,7.87,,,,,51,,,,3,,0.349,,0.216,,0.1,,0.704,,1.62,,0.118,,2.7,25.3,4.36,,2.23,,,3.28,,5.26,4.98,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/17/1952,10:00 AM,,25,25,40,,,25.55,25.55,,,,,,,,,,,,,,,,,,,,,S,,,,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.78,0.27,2,1,,,,,,,,-73.97,40.735333,Permanent
E2,,7/18/1983,9:27 AM,,22.8,22.2,,,,25.7,25.5,,,,,,,,,,,,,,,,,,,,,W,,,,3.7,3,,,,23000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.5,,,,,,-73.97,40.735333,Permanent
E2,,7/18/1983,9:27 AM,,22.8,22.2,,,,25.7,25.5,,,,,,,,,,,,,,,,,,,,,W,,,,3.7,3,,,,23000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.5,,,,,,-73.97,40.735333,Permanent
