,Date,Time,Weather & Air Temp:,Water Temp:,Corrected Water Temp:,Water Temp Probe,pH,Corrected pH,pH Probe,DO,Corrected DO,DO Probe,Turbidity,Turbidity Probe (NTU),Salinity,Corrected Salinity,Salinity Probe,Tide is moving,Tide Times,# Hauls,Corrected # Hauls,Common Name,Corrected Common Name,Grouped Corrected Common Name,Quantity,Corrected Quantity,Scientific Name,Instructors/ Seine Staff:,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,NOTES FROM SEINE:
640,2015-09-12,2-3:30 PM,78 F Sunny,Not Taken,,,pH 7,7.0,,DO 5,5.0,,,,Not Taken,,,,,,,porgy,porgy,porgy,23,23,Calamus Pena,"Isa, Cynthia, Kathy, Shellita, Nancy, Hillary T",,45,,Alive,,
641,2015-09-12,2-3:30 PM,78 F Sunny,Not Taken,,,pH 7,7.0,,DO 5,5.0,,,,Not Taken,,,,,,,common shore shrimp,shore shrimp,shrimp,1,1,Palaemonetes,"Isa, Cynthia, Kathy, Shellita, Nancy, Hillary T",,45,,Alive,,
642,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,asian shore crab,asian shore crab,asian shore crab,8,8,Hemigraspus sanguineus,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
643,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,menhaden,atlantic menhaden,atlantic menhaden,5,5,Brevoortia  tyrannus,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
644,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,oyster drill,oyster drill snail,sea snail,1,1,Urosalpinx cinerea,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
645,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,tautogblackfish,tautog,tautog,1,1,Tautoga onitis,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
646,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,73,73,Menidia Menidia,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
647,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,comb jelly,comb jelly,comb jelly,2,2,Ctenophora,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
648,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,blue crab,blue crab,blue crab,1,1,Callinectes sapidus,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
649,2015-09-25,10:00-1:00 PM,70 F Sunny,Not taken,,,7,7.0,,4 PPM,4.0,,,,22,22.0,,,,,,blue fish,bluefish,bluefish,1,1,Pomatomus saltatrix,"Isa, Nim, Shellita, Beth, Andrew, Shawn, Chris, Jordan",,70,,Alive,,
650,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,winter flounder righteye,winter flounder,flatfish,3,3,Pleuronectes Americanus,"Isa, Shellita, Kathy Nolan",,31,,Alive,,
651,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,blackfish tautog,tautog,tautog,1,1,Tautoga onitis,"Isa, Shellita, Kathy Nolan",,31,,Alive,,
652,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,striped bass,striped bass,striped bass,1,1,Morone saxatilis,"Isa, Shellita, Kathy Nolan",,31,,Alive ,,
653,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,comb jelly,comb jelly,comb jelly,6,6,Ctenophora,"Isa, Shellita, Kathy Nolan",,31,,Alive ,,
654,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,common shore shrimp,shore shrimp,shrimp,1,1,Palaemonetes,"Isa, Shellita, Kathy Nolan",,31,,ALive,,
655,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,sheepshead porgy,sheepshead porgy,porgy,1,1,Calamus penna,"Isa, Shellita, Kathy Nolan",,31,,Alive,,
656,2015-10-15,4-6 PM,64 F,66 F,66.0,,7,7.0,,4,4.0,,,,30,30.0,,,,,,blue mussel,blue mussel,mussel,8,8,Mytilus edulis,"Isa, Shellita, Kathy Nolan",,31,,Alive ,,
657,2015-10-20,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,22,22,,"Christina, Isa, Eliza",,,,,,
658,2016-05-26,4:30-5:30 PM,86 F,70 F,70.0,,did not do,,,6,6.0,,,,35 ppt,35.0,,,,~7,7,comb jelly,comb jelly,comb jelly,11,11,Ctenophora,Christina ,"~ 18, St. Francis",,11,died because of bubbler,,
659,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,asian shore crab,asian shore crab,asian shore crab,~20,20,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,4,most females pregnant,,
660,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,comb jelly,comb jelly,comb jelly,~50,50,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,11,,,
661,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,green crab,green crab,green crab,2,2,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,,,,
662,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,mussels,mussel,mussel,~6,6,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,,,,
663,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,ghost shrimp,glass shrimp,shrimp,3,3,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,3,,,
664,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,pipefish,northern pipefish,northern pipefish,1,1,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,,~10 cm,,
665,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,whelk snail,whelk snail,sea snail,1,1,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,,"~2 cm, may be different snail speices",,
666,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,mud snail,mud snail,sea snail,1,1,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,1,~2 cm,,
667,2016-05-31,10:00 AM- 12:00PM,"75 F, breezy",70 F,70.0,,7,7.0,,4,4.0,,,,35 ppt,35.0,,,,10,10,altanic silverside,atlantic silverside,atlantic silverside,4,4,,"Christina, Sigrun, Isa, Eliza, 1 volunteer, 3 BCM staff",,,4,eaten quickly by tank fish,,
668,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,comb jelly,comb jelly,comb jelly,25,25,,"Christina, Eliza, Haley, Isa, BOP",,,,,,
669,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,sandworm,sandworm,polychaete worm,1,1,,"Christina, Eliza, Haley, Isa, BOP",,,,~ 2 inches,,
670,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,mud snail,mud snail,sea snail,2,2,,"Christina, Eliza, Haley, Isa, BOP",,,,1 dead,,
671,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,shrimp,unidentified shrimp,shrimp,1,1,,"Christina, Eliza, Haley, Isa, BOP",,,,,,
672,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,mussels,mussel,mussel,2,2,,"Christina, Eliza, Haley, Isa, BOP",,,,,,
673,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,asian shore crab,asian shore crab,asian shore crab,5,5,,"Christina, Eliza, Haley, Isa, BOP",,,,1 male (missing claw) 1 female (pregnant) 3 young males,,
674,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,pipefish,northern pipefish,northern pipefish,1,1,,"Christina, Eliza, Haley, Isa, BOP",,,1,,,
675,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,atlantic tomcod,atlantic tomcod,atlantic tomcod,1,1,,"Christina, Eliza, Haley, Isa, BOP",,,,,,
676,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,silverside,atlantic silverside,atlantic silverside,2,2,,"Christina, Eliza, Haley, Isa, BOP",,,,,,
677,2016-06-01,10:00AM- 12:00PM,77 F,70 F,70.0,,7,7.0,,4,4.0,,,,24 ppt,24.0,,,,?,,yoy crab blue crab,blue crab,blue crab,1,1,,"Christina, Eliza, Haley, Isa, BOP",,,,,,
678,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,pipefish,northern pipefish,northern pipefish,2,2,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,,,
679,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,shrimp,unidentified shrimp,shrimp,11,11,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,6 glass and 5 shore,,
680,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,mud snail,mud snail,sea snail,8,8,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,,,
681,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,blue crab,blue crab,blue crab,1,1,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,1,,,
682,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,tunicates,tunicate,tunicates,4 clusters,4,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,,,
683,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,moon jelly,moon jelly,jellyfish,2,2,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,very tiny,,
684,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,asian shore crab,asian shore crab,asian shore crab,7,7,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,,,
685,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,green crab,green crab,green crab,2,2,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,1,,,
686,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,striped bass,striped bass,striped bass,11,11,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,2,,,
687,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,atlantic tomcod,atlantic tomcod,atlantic tomcod,1,1,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,1,,,
688,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,comb jelly,comb jelly,comb jelly,80,80,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,,,
689,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,silverside,atlantic silverside,atlantic silverside,72,72,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,20,5 were dead,,
690,2016-06-04,2:00PM- 3:30PM,73 F,79 F,79.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,Many,,sandworm,sandworm,polychaete worm,1,1,,"Isa, Christina, Krista, Ethan, Ryan, Sara, Laura",,105,,,,
691,2016-06-14,11AM - 12PM,82 F,67 F,67.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,8,8,atlantic tomcod,atlantic tomcod,atlantic tomcod,1,1,,"Isa, Sigrun, Eliza",5,20,1,,,
692,2016-06-14,11AM - 12PM,82 F,67 F,67.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,8,8,comb jelly,comb jelly,comb jelly,75,75,,"Isa, Sigrun, Eliza",5,20,,estimate,,
693,2016-06-14,11AM - 12PM,82 F,67 F,67.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,8,8,asian shore crab,asian shore crab,asian shore crab,4,4,,"Isa, Sigrun, Eliza",5,20,,found on rocks,,
694,2016-06-15,9:00AM - 1:00PM,75 F,63 F,63.0,,?,,,?,,,,,29 ppt,29.0,,,,9,9,asian shore crab,asian shore crab,asian shore crab,1,1,,Isa,7,30,,caught at cove,,
695,2016-06-15,9:00AM - 1:00PM,75 F,63 F,63.0,,?,,,?,,,,,29 ppt,29.0,,,,9,9,comb jelly,comb jelly,comb jelly,200,200,,Isa,7,30,,,,
696,2016-06-15,9:00AM - 1:00PM,75 F,63 F,63.0,,?,,,?,,,,,29 ppt,29.0,,,,9,9,glass shrimp,shore shrimp,shrimp,1,1,,Isa,7,30,1,,,
697,2016-06-15,9:00AM - 1:00PM,75 F,63 F,63.0,,?,,,?,,,,,29 ppt,29.0,,,,9,9,silverside,atlantic silverside,atlantic silverside,1,1,,Isa,7,30,,,,
698,2016-06-15,9:00AM - 1:00PM,75 F,63 F,63.0,,?,,,?,,,,,29 ppt,29.0,,,,9,9,striped bass,striped bass,striped bass,1,1,,Isa,7,30,1,,,
699,2016-06-15,9:00AM - 1:00PM,75 F,63 F,63.0,,?,,,?,,,,,29 ppt,29.0,,,,9,9,pipefish,northern pipefish,northern pipefish,2,2,,Isa,7,30,1,,,
700,2016-07-01,12:00PM - 1:00PM,84 F,73 F,73.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,5,5,lady crab,lady crab,lady crab,1,1,,"Isa, Eliza, Shad, Haley",4,6,1,Male,,
701,2016-07-01,12:00PM - 1:00PM,84 F,73 F,73.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,5,5,asian shore crab,asian shore crab,asian shore crab,1,1,,"Isa, Eliza, Shad, Haley",4,6,,on rock island,,
702,2016-07-01,12:00PM - 1:00PM,84 F,73 F,73.0,,7,7.0,,4,4.0,,,,22 ppt,22.0,,,,5,5,comb jelly,comb jelly,comb jelly,10,10,,"Isa, Eliza, Shad, Haley",4,6,,,,
703,2016-07-13,1:00PM-2:30PM,83 F,74 F,74.0,,?,,,?,,,,,27 ppt,27.0,,,,6,6,atlantic menhaden,atlantic menhaden,atlantic menhaden,28,28,,"Isa, Peter, Eliza",14,19,,,,
704,2016-07-13,1:00PM-2:30PM,83 F,74 F,74.0,,?,,,?,,,,,27 ppt,27.0,,,,6,6,comb jelly,comb jelly,comb jelly,6,6,,"Isa, Peter, Eliza",14,19,,,,
705,2016-07-13,1:00PM-2:30PM,83 F,74 F,74.0,,?,,,?,,,,,27 ppt,27.0,,,,6,6,blue crab,blue crab,blue crab,1,1,,"Isa, Peter, Eliza",14,19,,Not found on rock island,,
706,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,asian shore crab,asian shore crab,asian shore crab,1,1,,Cynthia and others,8,50,,,,
707,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,northern sea robin,sea robin,sea robin,1,1,,Cynthia and others,8,50,1,,,
708,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,blue crab,blue crab,blue crab,1,1,,Cynthia and others,8,50,,,,
709,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,windowpane flounder,windowpane flounder,flatfish,1,1,,Cynthia and others,8,50,1,,,
710,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,hermit crab,unidentified hermit crab,hermit crab,1,1,,Cynthia and others,8,50,1,,,
711,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,sand shrimp,sand shrimp,shrimp,1,1,,Cynthia and others,8,50,1,,,
712,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,shore shrimp,shore shrimp,shrimp,1,1,,Cynthia and others,8,50,1,,,
713,2016-07-16,12:00PM - 1:30PM,87 F,72 F,72.0,,7,7.0,,4,4.0,,,,29 ppt,29.0,,,,15,15,summer flounder,summer flounder,flatfish,1,1,,Cynthia and others,8,50,1,,,
714,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,silverside,atlantic silverside,atlantic silverside,6,6,,"Peter, Isa",?,?,1,5 tiny ones,,
715,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,sea bass,black sea bass,black sea bass,1,1,,"Peter, Isa",?,?,,,,
716,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,comb jelly,comb jelly,comb jelly,45,45,,"Peter, Isa",?,?,0,,,
717,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,blue crab,blue crab,blue crab,1,1,,"Peter, Isa",?,?,1,,,
718,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,lady crab,lady crab,lady crab,1,1,,"Peter, Isa",?,?,0,,,
719,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,winter flounder,winter flounder,flatfish,2,2,,"Peter, Isa",?,?,2,,,
720,2016-07-28,?,87 F,74 F,74.0,,?,,,4,4.0,,,,28 ppt,28.0,,,,19,19,mud snail,mud snail,sea snail,1,1,,"Peter, Isa",?,?,,,,
721,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,comb jelly,comb jelly,comb jelly,20+,20,,3,22,80,,,,
722,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,mud snail,mud snail,sea snail,1,1,,3,22,80,1,,,
723,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,amphipods,amphipod,amphipod,10+,10,,3,22,80,,,,
724,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,silverside,atlantic silverside,atlantic silverside,2,2,,3,22,80,2,,,
725,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,western mosquito fish,western mosquito fish,western mosquito fish,2,2,,3,22,80,gave to peter,dead & preserved,,
726,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,asian shore crab,asian shore crab,asian shore crab,1,1,,3,22,80,,,,
727,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,mud crab,mud crab,mud crab,1,1,,3,22,80,,,,
728,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,blue crab,blue crab,blue crab,2,2,,3,22,80,,,,
729,2016-07-29,10:30AM - 1:00PM,85 F,75 F,75.0,,?,,,?,,,,,28,28.0,,,,13,13,green crab,green crab,green crab,1,1,,3,22,80,,,,
730,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,shore shrimp,shore shrimp,shrimp,3,3,,Isa,8,70,,,,
731,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,silverside,atlantic silverside,atlantic silverside,14,14,,Isa,8,70,7,,,
732,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,porgy,porgy,porgy,1,1,,Isa,8,70,1,,,
733,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,winter flounder,winter flounder,flatfish,1,1,,Isa,8,70,,,,
734,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,green crab,green crab,green crab,1,1,,Isa,8,70,,,,
735,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,mussles,mussel,mussel,2,2,,Isa,8,70,,,,
736,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,blue crab,blue crab,blue crab,1,1,,Isa,8,70,,,,
737,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,unidentified fish,unidentified fish,unidentified fish,1,1,,Isa,8,70,,,,
738,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,cunner,cunner,cunner,1,1,,Isa,8,70,,juvenile,,
739,2016-08-12,10:00AM - 1:00PM,93 F,?,,,?,,,?,,,,,?,,,,,~15,15,comb jelly,comb jelly,comb jelly,50,50,,Isa,8,70,,,,
740,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,northern kingfish,northern kingfish,northern kingfish,1,1,,Peter Park,6,10,1,,,
741,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,winter flounder,winter flounder,flatfish,1,1,,Peter Park,6,10,,,,
742,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,comb jelly,comb jelly,comb jelly,25,25,,Peter Park,6,10,,,,
743,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,porgy,porgy,porgy,1,1,,Peter Park,6,10,1,,,
744,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,porgies,porgy,porgy,2,2,,Peter Park,6,10,,Line Fishing Pier 5,,
745,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,comb jelly,comb jelly,comb jelly,50,50,,Peter Park,6,10,,?,,
746,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,black sea bass,black sea bass,black sea bass,10,10,,Peter Park,6,10,,Line fishing Pier 5,,
747,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,blue crab,blue crab,blue crab,1,1,,Peter Park,6,10,,,,
748,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,cunner,cunner,cunner,1,1,,Peter Park,6,10,,,,
749,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,northern pipefish,northern pipefish,northern pipefish,1,1,,Peter Park,6,10,1,,,
750,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,sea robin,northern sea robin,sea robin,1,1,,Peter Park,6,10,1,,,
751,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,mussel,unidentified mussel,mussel,1,1,,Peter Park,6,10,,,,
752,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,mud snail,mud snail,sea snail,6,6,,Peter Park,6,10,,,,
753,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,shore shrimp,shore shrimp,shrimp,5,5,,Peter Park,6,10,1,,,
754,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,silverside,atlantic silverside,atlantic silverside,11,11,,Peter Park,6,10,,,,
755,2016-08-13,10:00AM - 12:00PM,96 F,?,,,?,,,?,,,,,?,,,,,20,20,lady crab,lady crab,lady crab,1,1,,Peter Park,6,10,1,,,
756,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,striped bass,striped bass,striped bass,2,2,Morone Saxatilis,Peter,?,?,,Caught by fishermen,,
757,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,black sea bass,black sea bass,black sea bass,4,4,Centropristis Striata,Peter,?,?,,Caught by fishermen,,
758,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,oyster toadfish,oyster toadfish,oyster toadfish,2,2,Opsanus Tau,Peter,?,?,,Caught by fishermen,,
759,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,comb jelly,comb jelly,comb jelly,Too Many To Count,30,?,Peter,?,?,,,,
760,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,mud snail,mud snail,sea snail,1,1,Ilyanassa Obsolete,Peter,?,?,,,,
761,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,common spider crab,spider crab,spider crab,1,1,Libinia Emarginata,Peter,?,?,,,,
762,2016-09-18,7:00PM - 9:30PM,82 F,?,,,?,,,?,,,,,?,,,,,?,,seaboard goby,seaboard goby,seaboard goby,1,1,Gobiosoma Ginsburgi,Peter,?,?,1,,,
